col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85
21,Mahakaleshwar Temple,महाकालेश्वर मंदिर,Mahakal,mahakaleshwar-temple-ujjain,23.1833,75.7684,"Jaisinghpura, Ujjain, Madhya Pradesh 456006",Ujjain,Ujjain,Madhya Pradesh,456006,Shiva (Mahakaleshwar),"['Parvati', 'Nandi', 'Omkareshwar']",Shaiva,Jyotirlinga,True,False,False,False,False,True,False,Mahakaleshwar Temple in Ujjain is one of the 12 Jyotirlingas. One of the most powerful Jyotirlingas considered swayambhu and dakshinamukhi facing south. Famous for the Bhasma Aarti performed with ash from burning pyres.,According to the Shiva Purana demon Dushana attacked Ujjain. Mahakal appeared from the earth and destroyed the demon to protect his devotees. The lingam is said to face south unique among all Jyotirlingas.,One of the 12 Jyotirlingas. The only Jyotirlinga that faces south dakshinamukha. Famous for Bhasma Aarti at 4 AM. Ujjain is one of the 4 Kumbh Mela cities.,Maratha,18th century CE current,04:00:00,23:00:00,0.0,Traditional attire required,October to March,Ujjain Railway Station 2 km,Devi Ahilya Bai Holkar Airport Indore 55 km,https://mahakaleshwar.nic.in,+91-734-2550563,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Mahakaleshwar_Jyotirlinga.jpg/800px-Mahakaleshwar_Jyotirlinga.jpg,ChIJEz5xNhMqfDkRXJTbcjM-OkU,"['jyotirlinga', 'shiva', 'ujjain', 'bhasmaAarti']",4.85,78000,State Govt Endowment Board,Mahakaleshwar Temple Samiti,TRUST-MP-00001,Urban / City,https://maps.google.com/?q=Mahakaleshwar+Temple+Ujjain,Ujjain Nanakheda Bus Stand,Rudrasagar Lake,महाकालेश्वर मंदिर उज्जैन में स्थित 12 ज्योतिर्लिंगों में से एक है।,Maratha Kings,2020,Excellent — well maintained,When demon Dushana attacked Ujjain Mahakal emerged from a pit and destroyed all the enemies. The Shiva lingam here is dakshinamukhi south-facing which is extremely rare and powerful.,False,False,False,False,12:00:00,15:30:00,"[True, True, True, True, True, True, True, True, True, True, True, True]",yes,Monday (Shiva),yes,https://youtube.com/live/mahakal,"Bhasma, Rudraksha, Bilvapatram",https://youtube.com/mahakal-aarti,https://youtube.com/mahakal-intro,https://youtube.com/mahakal-360,Mahakaleshwar Temple Samiti,Bank of India Ujjain,11223344556699,BKID0005678,mahakal@upi,80G-MP-00001,"[True, True, True, True, True, False, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, False, True]","[True, True, True, False, True, False]",+917342550563,info@mahakal.org,https://facebook.com/MahakaleshwarUjjain,https://youtube.com/@MahakaleshwarOfficial,@mahakaleshwar,04:00 AM - 11:00 PM,MKT-MP-0001
22,Omkareshwar Temple,ओंकारेश्वर मंदिर,Omkar Mandhata,omkareshwar-temple-madhya-pradesh,22.2439,76.1486,"Mandhata Island, Omkareshwar, Madhya Pradesh 450554",Omkareshwar,Khandwa,Madhya Pradesh,450554,Shiva (Omkareshwar),"['Parvati', 'Nandi', 'Mamleshwar']",Shaiva,Jyotirlinga,True,False,False,False,False,True,False,Omkareshwar Temple is one of the 12 Jyotirlingas. Situated on Mandhata island formed by the Narmada river which flows around it in the shape of Om. The island contains two Jyotirlingas.,According to the Shiva Purana the Devas and sage Narada worshipped Lord Shiva at this Omkar-shaped island. Pleased with their devotion Shiva appeared as the Omkareshwar Jyotirlinga.,One of the 12 Jyotirlingas. The Narmada river forms an Om shape around the island. Contains two Jyotirlingas on one island. Famous for the Parikrama around the island.,Hemadpanthi,11th century CE,05:00:00,22:00:00,0.0,Traditional Indian attire,October to March,Omkareshwar Road Railway Station 12 km,Devi Ahilya Bai Holkar Airport Indore 75 km,https://omkareshwar.nic.in,+91-7280-271434,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Omkareshwar_temple.jpg/800px-Omkareshwar_temple.jpg,ChIJY5Uv3eI_fDkR7BSmhyX8NiI,"['jyotirlinga', 'shiva', 'narmada', 'island']",4.75,42000,State Govt Endowment Board,Omkareshwar Temple Samiti,TRUST-MP-00002,Island,https://maps.google.com/?q=Omkareshwar+Temple,Omkareshwar Bus Stand,Narmada River Ghat,ओंकारेश्वर मंदिर नर्मदा नदी के मांधाता द्वीप पर स्थित एक ज्योतिर्लिंग है।,Mandhata Solar Dynasty King,2022,Good — minor maintenance needed,King Mandhata of the Solar dynasty performed penance here for years to please Lord Shiva. Shiva appeared as the Omkareshwar Jyotirlinga. The shape of the island made by the Narmada is like the sacred symbol Om.,False,False,False,False,12:00:00,16:00:00,"[True, True, True, True, True, False, False, False, False, False, True, True]",yes,Monday (Shiva),planning,https://youtube.com/omkareshwar,"Charnamrit, Bilva Patri",https://youtube.com/omkareshwar-aarti,https://youtube.com/omkareshwar-intro,https://youtube.com/omkareshwar-360,Omkareshwar Temple Trust,Bank of India Omkareshwar,33445566778811,BKID0006789,omkareshwar@upi,80G-MP-00002,"[True, True, False, True, True, False, True, True]","[True, True, True, False, True, True, False, True, False, False, False, False, False, False]","[True, False, False, False, True, False]",+917280271434,info@omkareshwar.org,https://facebook.com/OmkareshwarTemple,https://youtube.com/@OmkareshwarTemple,@omkareshwartemple,07:00 AM - 07:00 PM,MKT-MP-0002
23,Guruvayur Sri Krishna Temple,गुरुवायुर श्री कृष्ण मंदिर,Guruvayurappan,guruvayur-temple-kerala,10.5944,76.0373,"Guruvayur, Thrissur, Kerala 680101",Guruvayur,Thrissur,Kerala,680101,Vishnu (Krishna/Guruvayurappan),"['Lakshmi', 'Garuda', 'Rukmini']",Vaishnava,Divya Desam,False,False,True,False,False,True,False,Guruvayur Temple is one of the most important Vaishnava temples in India. Non-Hindus are not allowed inside. Famous for the 59 elephants kept in the temple. One of the 108 Divya Desams.,According to the Narada Purana Lord Vishnu gave his idol of Vishwarupa to Brahma. It passed to the Moon god then to Brihaspati who brought it to earth. Vayu wind god helped install it at Guruvayur.,One of the most visited temples in Kerala. Non-Hindus not allowed. Famous for elephant pageants. Weddings performed here are considered extremely auspicious.,Kerala Temple Architecture,Ancient thousands of years,03:00:00,00:00:00,0.0,Dhoti for men mandatory; saree for women; no trousers allowed,November to March,Thrissur Railway Station 28 km,Cochin International Airport 90 km,https://guruvayurdevaswom.in,+91-487-2556335,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Guruvayur_Sri_Krishna_Temple.jpg/800px-Guruvayur_Sri_Krishna_Temple.jpg,ChIJMwlPMSWrCDsR5OaHd4OGS9E,"['krishna', 'vaishnava', 'kerala', 'divyaDesam']",4.85,95000,State Govt Endowment Board,Guruvayur Devaswom,TRUST-KL-00001,Urban / City,https://maps.google.com/?q=Guruvayur+Temple,Guruvayur Bus Stand,Guruvayur Town Centre,गुरुवायुर मंदिर केरल में भगवान कृष्ण का एक महत्वपूर्ण वैष्णव मंदिर है।,Brihaspati and Vayu,2022,Excellent — well maintained,Brihaspati Guru and Vayu brought Lord Vishnu idol to this spot after sage Narada predicted this as the ideal location. Hence it is called Guruvayur.,False,False,False,False,13:00:00,16:30:00,"[False, True, True, False, False, False, False, True, True, True, False, True]",yes,Thursday (Vishnu / Guru),yes,https://youtube.com/live/guruvayur,"Thulasi, Chandan, Coconut",https://youtube.com/guruvayur-aarti,https://youtube.com/guruvayur-intro,https://youtube.com/guruvayur-360,Guruvayur Devaswom,South Indian Bank Guruvayur,55667788990033,SIBL0000678,guruvayur@upi,80G-KL-00001,"[True, True, True, True, True, False, True, True]","[True, True, True, True, True, True, True, True, True, True, False, True, False, True]","[True, True, True, False, True, False]",+914872556335,info@guruvayurdevaswom.in,https://facebook.com/GuruvayurDevaswom,https://youtube.com/@GuruvayurTemple,@guruvayurtemple,05:00 AM - 09:00 PM,MKT-KL-0001
24,Akshardham Temple Gandhinagar,अक्षरधाम मंदिर गांधीनगर,BAPS Swaminarayan Akshardham,akshardham-temple-gandhinagar,23.2175,72.6564,"Sector 20, Gandhinagar, Gujarat 382020",Gandhinagar,Gandhinagar,Gujarat,382020,Swaminarayan (Akshar-Purushottam),"['Radha', 'Krishna', 'Hanuman']",ISKCON / Vaishnava,Modern Heritage,False,False,False,False,False,True,False,Akshardham Temple in Gandhinagar was inaugurated in 1992 by Pramukh Swami Maharaj. Built entirely from pink Rajasthan sandstone. A world-class spiritual and cultural complex featuring an 11-foot gold-plated Akshardham idol.,According to Swaminarayan faith the Akshar-Purushottam Upasana describes Akshardham as the eternal divine abode of the Lord. Pramukh Swami was the fifth spiritual successor of Swaminarayan.,First major Akshardham temple built in 1992. Made entirely of pink sandstone without steel. Features exhibitions on Indian culture and spirituality.,Contemporary Indian Solanki,1992 CE,09:30:00,18:30:00,0.0,Traditional modest attire; no shorts or sleeveless,October to March,Gandhinagar Capital Railway Station 3 km,Sardar Vallabhbhai Patel International Airport Ahmedabad 25 km,https://akshardham.com/gandhinagar,+91-79-23204000,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Akshardham_Gandhinagar.jpg/800px-Akshardham_Gandhinagar.jpg,ChIJq8_p8SqE4DsRiS0vGfTY5iI,"['swaminarayan', 'gujarat', 'heritage', 'baps']",4.75,45000,Private / Family Trust,BAPS Swaminarayan Sanstha,TRUST-GJ-00003,Urban / City,https://maps.google.com/?q=Akshardham+Gandhinagar,Gandhinagar Bus Stand,Gandhinagar Sector 20,अक्षरधाम मंदिर गुजरात के गांधीनगर में स्थित एक भव्य आध्यात्मिक परिसर है।,Pramukh Swami Maharaj,2022,Excellent — well maintained,Pramukh Swami Maharaj had a divine vision of an Akshardham temple. He chose Gandhinagar and thousands of volunteers carved every stone by hand. The temple was built in just 3 years.,False,False,False,False,13:00:00,14:00:00,"[False, False, False, False, False, False, False, False, False, False, False, False]",no,None / All days equal,planning,https://youtube.com/akshardham-gandhinagar,Panchajiri Prasad,https://youtube.com/akshardham-gn-aarti,https://youtube.com/akshardham-gn-intro,https://youtube.com/akshardham-gn-360,BAPS Swaminarayan Sanstha,Bank of Baroda Gandhinagar,66778899001124,BARB0GNAGAR,akshardham.gn@upi,80G-GJ-00003,"[True, True, False, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, False, True]","[True, True, True, True, True, True]",+917923204000,info@akshardham-gn.org,https://facebook.com/AkshardhamGandhinagar,https://youtube.com/@AkshardhamGandhinagar,@akshardhamgn,09:00 AM - 06:00 PM,MKT-GJ-0003
25,Trimbakeshwar Temple,त्र्यंबकेश्वर मंदिर,Trimbak Mahadev,trimbakeshwar-temple-nashik,19.9336,73.5288,"Trimbak, Nashik, Maharashtra 422212",Trimbak,Nashik,Maharashtra,422212,Shiva (Trimbakeshwar),"['Parvati', 'Nandi', 'Ganga']",Shaiva,Jyotirlinga,True,False,False,False,False,True,False,Trimbakeshwar Temple is one of the twelve Jyotirlingas. Situated near the origin of the Godavari river. The lingam here has three faces representing Brahma Vishnu and Shiva. One of the four Kumbh Mela sites.,According to legend sage Gautama was falsely accused of cow-slaughter. He pleased Lord Shiva who manifested the Godavari river here to cleanse the sin. The Trimbak Jyotirlinga emerged at this spot.,One of the 12 Jyotirlingas. The unique three-faced lingam represents Brahma Vishnu and Shiva. One of four Kumbh Mela locations. Source of the Godavari the longest river in peninsular India.,Hemadpanthi,18th century CE current,05:30:00,22:00:00,0.0,Traditional attire; dhoti for men inside sanctum,October to February,Nashik Road Railway Station 28 km,Ozar Airport Nashik 22 km,https://trimbakeshwar.org,+91-2594-233033,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Trimbakeshwar_Jyotirlinga.jpg/800px-Trimbakeshwar_Jyotirlinga.jpg,ChIJCbtcPfQ5eDkRdqA-tA4i21I,"['jyotirlinga', 'shiva', 'godavari', 'kumbhMela']",4.75,46000,Community / Village Trust,Trimbakeshwar Devasthan Trust,TRUST-MH-00002,Riverbank / Ghats,https://maps.google.com/?q=Trimbakeshwar+Temple,Trimbak Bus Stand,Godavari Origin,त्र्यंबकेश्वर मंदिर महाराष्ट्र के नासिक जिले में स्थित 12 ज्योतिर्लिंगों में से एक है।,Peshwa Nana Saheb,2019,Good — minor maintenance needed,Sage Gautama was falsely blamed for killing a cow. He prayed to Shiva to absolve him. Shiva asked Ganga Godavari to descend for purification. The Trimbak Jyotirlinga emerged to bless the site.,False,False,False,False,12:00:00,16:00:00,"[True, True, True, True, True, False, False, False, False, False, True, True]",yes,Monday (Shiva),planning,https://youtube.com/trimbakeshwar,"Panchamrit, Bilvapatri",https://youtube.com/trimbakeshwar-aarti,https://youtube.com/trimbakeshwar-intro,https://youtube.com/trimbakeshwar-360,Trimbakeshwar Devasthan Trust,Bank of Maharashtra Trimbak,77889900112235,MAHB0000345,trimbakeshwar@upi,80G-MH-00002,"[True, True, True, True, True, False, True, True]","[True, True, True, False, True, True, True, True, False, True, False, False, False, False]","[True, False, False, False, True, False]",+912594233033,info@trimbakeshwar.org,https://facebook.com/TrimbakeshwarTemple,https://youtube.com/@TrimbakeshwarTemple,@trimbakeshwar,07:00 AM - 07:00 PM,MKT-MH-0002
26,Sankat Mochan Hanuman Temple,संकट मोचन हनुमान मंदिर,Sankat Mochan,sankat-mochan-temple-varanasi,25.2745,82.9968,"Sankat Mochan, Varanasi, Uttar Pradesh 221005",Varanasi,Varanasi,Uttar Pradesh,221005,Hanuman,"['Rama', 'Sita', 'Lakshmana']",Ramanandi,Urban Temple,False,False,False,False,False,False,False,Sankat Mochan Temple is one of the most popular temples in Varanasi. Founded by Tulsidas author of Ramcharitmanas. Famous for its Hanuman Jayanti celebrations. Hundreds of langur monkeys live in the premises.,According to tradition Tulsidas had a vision of Lord Hanuman near the Asi Ghat. Hanuman appeared in disguise as an old leper every morning. Tulsidas recognized him and asked for Ram Darshan.,Founded by saint-poet Tulsidas. One of the most revered Hanuman temples in India. Langur monkeys are considered sacred. Famous for Hanuman Jayanti and Ram Navami celebrations.,North Indian,16th century CE,05:00:00,23:00:00,0.0,Modest traditional attire,All year; Hanuman Jayanti special,Varanasi Junction 5 km,Lal Bahadur Shastri Airport 28 km,https://sankatmochanvaranasi.org,+91-542-2369500,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Sankat_Mochan_Temple_Varanasi.jpg/800px-Sankat_Mochan_Temple_Varanasi.jpg,ChIJvU8Ak6bLnzkRSqBbkUqHViU,"['hanuman', 'varanasi', 'tulsidas', 'ramanandi']",4.7,55000,Community / Village Trust,Sankat Mochan Foundation,TRUST-UP-00002,Forest / Jungle,https://maps.google.com/?q=Sankat+Mochan+Temple+Varanasi,Lanka Bus Stand,Assi Ghat,संकट मोचन हनुमान मंदिर वाराणसी में गोस्वामी तुलसीदास द्वारा स्थापित एक प्रसिद्ध मंदिर है।,Goswami Tulsidas,2018,Good — minor maintenance needed,Tulsidas had a divine vision here where Hanuman appeared as an old leper every morning. When asked for Ram Darshan Hanuman said Ram would be visible in the evening in the cremation procession.,False,False,False,False,12:00:00,15:00:00,"[False, True, False, False, False, False, False, False, False, False, False, False]",yes,Tuesday (Hanuman / Devi),no,https://youtube.com/sankatmochan,"Boondi Laddoo, Sindoor",https://youtube.com/sankatmochan-aarti,https://youtube.com/sankatmochan-intro,https://youtube.com/sankatmochan-360,Sankat Mochan Foundation Trust,State Bank of India Varanasi,88990011223345,SBIN0001023,sankatmochan@upi,80G-UP-00002,"[True, True, False, False, True, False, True, False]","[True, True, True, False, False, False, False, True, False, False, False, False, False, False]","[False, False, False, False, True, False]",+915422369500,info@sankatmochan.org,https://facebook.com/SankatMochan,https://youtube.com/@SankatMochanTemple,@sankatmochan,07:00 AM - 07:00 PM,MKT-UP-0002
27,Shirdi Sai Baba Temple,शिरडी साईं बाबा मंदिर,Sai Mandir,shirdi-sai-baba-temple,19.7683,74.4771,"Shirdi, Rahata, Maharashtra 423109",Shirdi,Ahmednagar,Maharashtra,423109,Sai Baba,"['Shiva', 'Allah', 'Dattatreya']",Smarta,Modern Heritage,False,False,False,False,False,True,False,Shirdi Sai Baba Temple is the main temple dedicated to Sai Baba of Shirdi. Shirdi is visited by millions of pilgrims of all religions. The samadhi of Sai Baba is the main attraction.,Sai Baba of Shirdi appeared at the Khandoba temple in Shirdi around 1858. He lived in a dilapidated mosque he called Dwarkamai and performed many miracles. He preached universal brotherhood.,Most visited spiritual site after Tirupati. Visited by Hindus Muslims and followers of all faiths. Over 100000 pilgrims visit daily. Sai Baba preached Shraddha faith and Saburi patience.,Contemporary,1922 CE after Sai Baba Samadhi,04:00:00,23:00:00,0.0,Modest attire required; no leather items; head covering for women,All year; Guru Purnima special,Sainagar Shirdi Railway Station 0.5 km,Shirdi Airport 15 km,https://sai.org.in,+91-2423-258770,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Shirdi_Sai_Baba_Temple.jpg/800px-Shirdi_Sai_Baba_Temple.jpg,ChIJVVVVVKB1eDkRsJaHDr0TYIM,"['saibaba', 'shirdi', 'interfaith', 'pilgrimage']",4.85,180000,Community / Village Trust,Shri Saibaba Sansthan Trust,TRUST-MH-00003,Urban / City,https://maps.google.com/?q=Shirdi+Sai+Baba+Temple,Shirdi Bus Stand,Dwarkamai Mosque,शिरडी साईं बाबा मंदिर महाराष्ट्र में स्थित एक प्रसिद्ध धार्मिक स्थल है।,Shri Saibaba Sansthan Trust,2022,Excellent — well maintained,Sai Baba appeared as a young boy at Khandoba temple in Shirdi. He lived in the Dwarkamai mosque for 60 years performing countless miracles. He left his body on October 15 1918.,False,False,False,False,12:00:00,15:00:00,"[False, False, False, False, False, False, False, False, False, False, False, False]",yes,Thursday (Vishnu / Guru),yes,https://youtube.com/live/shirdi,"Udhi Sacred Ash, Prasad",https://youtube.com/shirdi-aarti,https://youtube.com/shirdi-intro,https://youtube.com/shirdi-360,Shri Saibaba Sansthan Trust,State Bank of India Shirdi,99001122334456,SBIN0002345,shirdi@upi,80G-MH-00003,"[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, False, False, True]","[True, True, True, True, True, True]",+912423258770,info@sai.org.in,https://facebook.com/ShirdiSaiBaba,https://youtube.com/@ShirdiSaiBaba,@shirdisai,06:00 AM - 09:00 PM,MKT-MH-0003
28,Palitana Jain Temples,पालीताना जैन मंदिर,Shatrunjaya,palitana-jain-temples-gujarat,21.522,71.8313,"Shatrunjaya Hills, Palitana, Gujarat 364270",Palitana,Bhavnagar,Gujarat,364270,Adinath (Rishabhanatha),"['Neminath', 'Mahavira', 'Parshvanath']",Smarta,Jain Heritage,False,False,False,False,False,True,False,Palitana has over 900 Jain temples on Shatrunjaya Hills making it the holiest pilgrimage site for Jains. The site has been revered for over 2500 years. The climb involves about 3500 steps.,According to Jain tradition the first Tirthankara Adinath meditated here and attained liberation. Many Jain saints have attained nirvana on this hill over millennia.,Holiest pilgrimage site in Jainism. Over 900 temples cover the hilltop. About 3500 steps to reach the top. The city of Palitana is the only city in the world where meat selling is banned.,Jain Temple Architecture,9th century CE,06:30:00,18:00:00,0.0,White attire for Jains; modest for others; no leather,October to March,Bhavnagar Railway Station 51 km,Bhavnagar Airport 51 km,https://palitana.nic.in,+91-2848-252230,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Palitana_temples.jpg/800px-Palitana_temples.jpg,ChIJSZLiXTXB5jsRvwwkC8Xn6bA,"['jain', 'gujarat', 'heritage', 'pilgrimage']",4.7,22000,Community / Village Trust,Anandji Kalyanji Trust,TRUST-GJ-00004,Hilltop / Mountain,https://maps.google.com/?q=Palitana+Jain+Temples,Palitana Bus Stand,Shatrunjaya Hill Base,पालीताना के जैन मंदिर शत्रुंजया पहाड़ी पर स्थित जैन धर्म के सबसे पवित्र तीर्थ स्थान हैं।,Various Jain kings over centuries,2016,Good — minor maintenance needed,First Tirthankara Rishabhanatha performed yoga and meditation on Shatrunjaya. His son Bharata built the first temple here. Over the ages multiple Jain kings and merchants built temples making it the largest Jain temple complex.,False,False,False,False,12:00:00,14:00:00,"[False, False, False, False, False, False, False, False, False, False, False, False]",no,None / All days equal,no,https://youtube.com/palitana,"Naivedya, Flowers",https://youtube.com/palitana-aarti,https://youtube.com/palitana-intro,https://youtube.com/palitana-360,Anandji Kalyanji Trust,State Bank of India Palitana,11223344556677,SBIN0003456,palitana@upi,80G-GJ-00004,"[True, True, False, True, True, False, True, False]","[True, True, True, False, False, False, True, True, False, False, False, True, False, False]","[False, False, False, False, False, False]",+912848252230,info@palitana.org,https://facebook.com/PalitanaTemple,https://youtube.com/@PalitanaTemple,@palitanatemple,07:00 AM - 05:00 PM,MKT-GJ-0004
29,Banke Bihari Temple,बांके बिहारी मंदिर,Thakur Banke Bihari,banke-bihari-temple-vrindavan,27.5781,77.6992,"Banke Bihari Marg, Vrindavan, Mathura, Uttar Pradesh 281121",Vrindavan,Mathura,Uttar Pradesh,281121,Vishnu (Krishna/Banke Bihari),"['Radha', 'Yamuna', 'Gopis']",Vaishnava,Vaishnava Temple,False,False,False,False,False,True,False,Banke Bihari Temple in Vrindavan is dedicated to Lord Krishna as Banke Bihari. Founded by Swami Haridas in 1864. The idol was manifested from the earth when Swami Haridas sang devotional songs.,Swami Haridas was a great devotee of Krishna. He sang devotional songs in the forest of Nidhivan. The Divine couple Radha-Krishna appeared and their combined form Banke Bihari manifested from the earth.,One of the most important Krishna temples in Vrindavan. The idol is unique in the three-bent posture Tribhanga of Krishna. The curtain is opened and closed frequently to prevent devotees from being mesmerized.,Rajasthani,1864 CE,07:45:00,21:00:00,0.0,Traditional attire preferred,October to March; Holi and Janmashtami special,Mathura Junction 10 km,Agra Airport 70 km,https://bankebihariji.com,+91-565-2442573,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Banke_Bihari_Temple_Vrindavan.jpg/800px-Banke_Bihari_Temple_Vrindavan.jpg,ChIJuX_IHCPGnzkR3TyL0vVs94Q,"['krishna', 'vrindavan', 'vaishnava', 'holi']",4.75,68000,Private / Family Trust,Banke Bihari Temple Trust,TRUST-UP-00003,Urban / City,https://maps.google.com/?q=Banke+Bihari+Temple+Vrindavan,Vrindavan Bus Stand,Nidhivan Forest,बांके बिहारी मंदिर वृंदावन में भगवान कृष्ण को समर्पित एक प्रसिद्ध मंदिर है।,Swami Haridas,2021,Good — minor maintenance needed,Swami Haridas sang his compositions in Nidhivan. The divine couple Radha-Krishna appeared and fused into a single form as Banke Bihari. The deity is said to look like pure love personified.,False,False,False,False,12:00:00,16:30:00,"[False, True, False, False, False, False, False, True, False, False, False, False]",yes,Thursday (Vishnu / Guru),planning,https://youtube.com/bankebihari,"Charnamrit, Peda, Mathura Ke Peede",https://youtube.com/bankebihari-aarti,https://youtube.com/bankebihari-intro,https://youtube.com/bankebihari-360,Banke Bihari Temple Trust,Punjab National Bank Vrindavan,22334455667790,PUNB0001122,bankebihari@upi,80G-UP-00003,"[True, True, True, False, True, False, True, True]","[True, True, True, False, False, True, True, True, False, False, False, False, False, False]","[True, False, False, False, True, False]",+915652442573,info@bankebihari.org,https://facebook.com/BankeBihari,https://youtube.com/@BankeBihari,@bankebihari,08:00 AM - 06:00 PM,MKT-UP-0003
30,ISKCON Temple Bangalore,इस्कॉन मंदिर बैंगलोर,Sri Radha Krishna,iskcon-temple-bangalore,13.0389,77.6011,"Hare Krishna Hill, Chord Road, Rajajinagar, Bangalore, Karnataka 560010",Bengaluru,Bengaluru Urban,Karnataka,560010,Vishnu (Radha Krishna),"['Balarama', 'Subhadra', 'Prabhupada']",ISKCON / Vaishnava,Modern Temple,False,False,False,False,False,False,False,ISKCON Temple Bangalore is one of the largest ISKCON temples in the world. Built over a 7.5-acre hilltop. Features a 54-foot tall golden chariot of Arjuna. Built in 1997 with extensive cultural exhibits.,ISKCON was founded by A.C. Bhaktivedanta Swami Prabhupada to spread Vedic culture worldwide. The Bangalore temple was built by ISKCON to spread the teachings of the Bhagavad Gita to the modern world.,One of the largest ISKCON temples. Has a museum depicting stories from Mahabharata and Puranas. The golden chariot is 54 feet tall. Has an interactive Vedic cultural gallery.,Contemporary Vedic,1997 CE,07:15:00,21:00:00,0.0,Modest attire; no jeans or shorts inside main temple,All year; Janmashtami and Rath Yatra special,Rajajinagar Metro Station 2 km,Kempegowda International Airport 35 km,https://iskconbangalore.org,+91-80-23471956,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/ISKCON_temple_bangalore.jpg/800px-ISKCON_temple_bangalore.jpg,ChIJl5GNlSSUrjsRJDpvDfxr1sw,"['iskcon', 'krishna', 'bangalore', 'vaishnava']",4.75,72000,Community / Village Trust,ISKCON Bangalore,TRUST-KA-00003,Hilltop / Mountain,https://maps.google.com/?q=ISKCON+Temple+Bangalore,Rajajinagar Bus Stand,Chord Road,आईएसकेसीओएन मंदिर बैंगलोर विश्व के सबसे बड़े इस्कॉन मंदिरों में से एक है।,ISKCON Bangalore,2022,Excellent — well maintained,Prabhupada traveled to America in 1965 at age 69 with just 40 rupees and spread Krishna consciousness worldwide. The Bangalore ISKCON temple is dedicated to showing the world the timeless wisdom of Bhagavad Gita.,False,False,False,False,12:30:00,16:00:00,"[False, True, False, False, False, False, False, True, True, False, False, False]",yes,Thursday (Vishnu / Guru),yes,https://youtube.com/live/iskconbangalore,"Tulasi, Peda, Halwa, Chana",https://youtube.com/iskconblr-aarti,https://youtube.com/iskconblr-intro,https://youtube.com/iskconblr-360,ISKCON Bangalore Trust,Canara Bank Rajajinagar,33445566778812,CNRB0003456,iskconblr@upi,80G-KA-00003,"[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, False, True]","[True, True, True, True, True, False]",+918023471956,info@iskconbangalore.org,https://facebook.com/ISKCONBangalore,https://youtube.com/@ISKCONBangalore,@iskconbangalore,08:00 AM - 08:00 PM,MKT-KA-0003
